k,gain,policy_samples
5,3.0588936890535683,2
5,3.0588936890535683,3
5,3.0588936890535683,4
5,3.0588936890535683,5
5,3.0588936890535683,6
5,2.6438561897747244,7
5,2.6438561897747244,8
5,2.6438561897747244,9
5,0.0,0
5,0.0,1
5,0.0,2
5,0.0,3
5,0.0,4
5,0.0,5
5,0.0,6
5,0.0,7
5,0.0,8
5,0.0,9
5,3.6438561897747244,0
5,2.6438561897747244,1
5,2.6438561897747244,2
5,2.6438561897747244,3
5,2.6438561897747244,4
5,2.321928094887362,5
5,2.321928094887362,6
5,2.0588936890535683,7
5,2.0588936890535683,8
5,2.0588936890535683,9
5,0.0,0
5,0.0,1
5,0.0,2
5,0.0,3
5,0.0,4
5,0.0,5
5,0.0,6
5,0.0,7
5,0.0,8
5,0.0,9
6,3.6438561897747244,0
6,3.0588936890535683,1
6,3.0588936890535683,2
6,3.0588936890535683,3
6,3.0588936890535683,4
6,3.0588936890535683,5
6,3.0588936890535683,6
6,2.6438561897747244,7
6,2.6438561897747244,8
6,2.6438561897747244,9
6,4.643856189774724,0
6,3.6438561897747244,1
6,3.6438561897747244,2
6,3.6438561897747244,3
6,3.6438561897747244,4
6,3.0588936890535683,5
6,3.0588936890535683,6
6,3.0588936890535683,7
6,3.0588936890535683,8
6,3.0588936890535683,9
6,0.0,0
6,0.0,1
6,0.0,2
6,0.0,3
6,0.0,4
6,0.0,5
6,0.0,6
6,0.0,7
6,0.0,8
6,0.0,9
6,4.643856189774724,0
6,3.6438561897747244,1
6,3.6438561897747244,2
6,3.6438561897747244,3
6,3.6438561897747244,4
6,3.0588936890535683,5
6,3.0588936890535683,6
6,3.0588936890535683,7
6,3.0588936890535683,8
6,3.0588936890535683,9
6,4.643856189774724,0
6,3.6438561897747244,1
6,3.6438561897747244,2
6,3.6438561897747244,3
6,3.6438561897747244,4
6,3.0588936890535683,5
6,3.0588936890535683,6
6,3.0588936890535683,7
6,3.0588936890535683,8
6,3.0588936890535683,9
6,0.0,0
6,4.643856189774724,1
6,4.643856189774724,2
6,4.643856189774724,3
6,4.643856189774724,4
6,4.643856189774724,5
6,4.643856189774724,6
6,4.643856189774724,7
6,4.643856189774724,8
6,4.643856189774724,9
6,4.643856189774724,0
6,4.643856189774724,1
6,4.643856189774724,2
6,4.643856189774724,3
6,3.6438561897747244,4
6,3.6438561897747244,5
6,3.6438561897747244,6
6,3.6438561897747244,7
6,3.6438561897747244,8
6,3.6438561897747244,9
6,0.0,0
6,0.0,1
6,0.0,2
6,0.0,3
6,0.0,4
6,0.0,5
6,0.0,6
6,0.0,7
6,0.0,8
6,0.0,9
6,0.0,0
6,3.6438561897747244,1
6,3.6438561897747244,2
6,3.6438561897747244,3
6,3.0588936890535683,4
6,3.0588936890535683,5
6,3.0588936890535683,6
6,2.6438561897747244,7
6,2.6438561897747244,8
6,2.6438561897747244,9
6,0.0,0
6,0.0,1
6,0.0,2
6,0.0,3
6,0.0,4
6,0.0,5
6,0.0,6
6,0.0,7
6,0.0,8
6,0.0,9
7,4.643856189774724,0
7,4.643856189774724,1
7,4.643856189774724,2
7,4.643856189774724,3
7,4.643856189774724,4
7,4.643856189774724,5
7,4.643856189774724,6
7,3.6438561897747244,7
7,3.6438561897747244,8
7,3.6438561897747244,9
7,0.0,0
7,0.0,1
7,0.0,2
7,0.0,3
7,0.0,4
7,4.643856189774724,5
7,4.643856189774724,6
7,4.643856189774724,7
7,4.643856189774724,8
7,4.643856189774724,9
7,0.0,0
7,0.0,1
7,0.0,2
7,0.0,3
7,0.0,4
7,0.0,5
7,0.0,6
7,0.0,7
7,0.0,8
7,0.0,9
7,4.643856189774724,0
7,3.6438561897747244,1
7,3.6438561897747244,2
7,3.6438561897747244,3
7,3.6438561897747244,4
7,3.0588936890535683,5
7,3.0588936890535683,6
7,3.0588936890535683,7
7,3.0588936890535683,8
7,3.0588936890535683,9
7,4.643856189774724,0
7,3.6438561897747244,1
7,3.6438561897747244,2
7,3.6438561897747244,3
7,3.6438561897747244,4
7,3.0588936890535683,5
7,3.0588936890535683,6
7,3.0588936890535683,7
7,3.0588936890535683,8
7,3.0588936890535683,9
7,0.0,0
7,4.643856189774724,1
7,4.643856189774724,2
7,4.643856189774724,3
7,4.643856189774724,4
7,4.643856189774724,5
7,4.643856189774724,6
7,4.643856189774724,7
7,4.643856189774724,8
7,4.643856189774724,9
7,0.0,0
7,0.0,1
7,0.0,2
7,0.0,3
7,0.0,4
7,0.0,5
7,0.0,6
7,0.0,7
7,0.0,8
7,0.0,9
7,0.0,0
7,0.0,1
7,0.0,2
7,0.0,3
7,0.0,4
7,0.0,5
7,0.0,6
7,0.0,7
7,0.0,8
7,0.0,9
7,0.0,0
7,3.6438561897747244,1
7,3.6438561897747244,2
7,3.6438561897747244,3
7,3.0588936890535683,4
7,3.0588936890535683,5
7,3.0588936890535683,6
7,2.6438561897747244,7
7,2.6438561897747244,8
7,2.6438561897747244,9
7,0.0,0
7,0.0,1
7,0.0,2
7,0.0,3
7,0.0,4
7,0.0,5
7,0.0,6
7,0.0,7
7,0.0,8
7,0.0,9
8,0.0,0
8,0.0,1
8,0.0,2
8,0.0,3
8,0.0,4
8,0.0,5
8,0.0,6
8,4.643856189774724,7
8,4.643856189774724,8
8,4.643856189774724,9
8,0.0,0
8,0.0,1
8,0.0,2
8,0.0,3
8,0.0,4
8,0.0,5
8,0.0,6
8,0.0,7
8,0.0,8
8,0.0,9
8,0.0,0
8,0.0,1
8,0.0,2
8,0.0,3
8,0.0,4
8,0.0,5
8,0.0,6
8,0.0,7
8,0.0,8
8,0.0,9
8,0.0,0
8,0.0,1
8,0.0,2
8,0.0,3
8,0.0,4
8,0.0,5
8,0.0,6
8,0.0,7
8,0.0,8
8,0.0,9
8,4.643856189774724,0
8,3.6438561897747244,1
8,3.6438561897747244,2
8,3.6438561897747244,3
8,3.6438561897747244,4
8,3.0588936890535683,5
8,3.0588936890535683,6
8,3.0588936890535683,7
8,3.0588936890535683,8
8,3.0588936890535683,9
8,0.0,0
8,4.643856189774724,1
8,4.643856189774724,2
8,4.643856189774724,3
8,4.643856189774724,4
8,4.643856189774724,5
8,4.643856189774724,6
8,4.643856189774724,7
8,4.643856189774724,8
8,4.643856189774724,9
8,0.0,0
8,0.0,1
8,0.0,2
8,0.0,3
8,0.0,4
8,0.0,5
8,0.0,6
8,0.0,7
8,0.0,8
8,0.0,9
8,0.0,0
8,0.0,1
8,0.0,2
8,0.0,3
8,0.0,4
8,0.0,5
8,0.0,6
8,0.0,7
8,0.0,8
8,0.0,9
8,0.0,0
8,0.0,1
8,0.0,2
8,0.0,3
8,0.0,4
8,0.0,5
8,0.0,6
8,0.0,7
8,0.0,8
8,0.0,9
8,0.0,0
8,0.0,1
8,0.0,2
8,0.0,3
8,0.0,4
8,0.0,5
8,0.0,6
8,0.0,7
8,0.0,8
8,0.0,9
9,0.0,0
9,0.0,1
9,0.0,2
9,0.0,3
9,0.0,4
9,0.0,5
9,0.0,6
9,4.643856189774724,7
9,4.643856189774724,8
9,4.643856189774724,9
9,0.0,0
9,0.0,1
9,0.0,2
9,0.0,3
9,0.0,4
9,0.0,5
9,0.0,6
9,0.0,7
9,0.0,8
9,0.0,9
9,0.0,0
9,0.0,1
9,0.0,2
9,0.0,3
9,0.0,4
9,0.0,5
9,0.0,6
9,0.0,7
9,0.0,8
9,0.0,9
9,0.0,0
9,0.0,1
9,0.0,2
9,0.0,3
9,0.0,4
9,0.0,5
9,0.0,6
9,0.0,7
9,0.0,8
9,0.0,9
9,0.0,0
9,0.0,1
9,0.0,2
9,0.0,3
9,0.0,4
9,0.0,5
9,0.0,6
9,0.0,7
9,0.0,8
9,0.0,9
9,0.0,0
9,4.643856189774724,1
9,4.643856189774724,2
9,4.643856189774724,3
9,4.643856189774724,4
9,4.643856189774724,5
9,4.643856189774724,6
9,4.643856189774724,7
9,4.643856189774724,8
9,4.643856189774724,9
9,0.0,0
9,0.0,1
9,0.0,2
9,0.0,3
9,0.0,4
9,0.0,5
9,0.0,6
9,0.0,7
9,0.0,8
9,0.0,9
9,0.0,0
9,0.0,1
9,0.0,2
9,0.0,3
9,0.0,4
9,0.0,5
9,0.0,6
9,0.0,7
9,0.0,8
9,0.0,9
9,0.0,0
9,0.0,1
9,0.0,2
9,0.0,3
9,0.0,4
9,0.0,5
9,0.0,6
9,0.0,7
9,0.0,8
9,0.0,9
9,0.0,0
9,0.0,1
9,0.0,2
9,0.0,3
9,0.0,4
9,0.0,5
9,0.0,6
9,0.0,7
9,0.0,8
9,0.0,9
10,0.0,0
10,0.0,1
10,0.0,2
10,0.0,3
10,0.0,4
10,0.0,5
10,0.0,6
10,0.0,7
10,0.0,8
10,0.0,9
10,0.0,0
10,0.0,1
10,0.0,2
10,0.0,3
10,0.0,4
10,0.0,5
10,0.0,6
10,0.0,7
10,0.0,8
10,0.0,9
10,0.0,0
10,0.0,1
10,0.0,2
10,0.0,3
10,0.0,4
10,0.0,5
10,0.0,6
10,0.0,7
10,0.0,8
10,0.0,9
10,0.0,0
10,0.0,1
10,0.0,2
10,0.0,3
10,0.0,4
10,0.0,5
10,0.0,6
10,0.0,7
10,0.0,8
10,0.0,9
10,0.0,0
10,0.0,1
10,0.0,2
10,0.0,3
10,0.0,4
10,0.0,5
10,0.0,6
10,0.0,7
10,0.0,8
10,0.0,9
10,0.0,0
10,4.643856189774724,1
10,4.643856189774724,2
10,4.643856189774724,3
10,4.643856189774724,4
10,4.643856189774724,5
10,4.643856189774724,6
10,4.643856189774724,7
10,4.643856189774724,8
10,4.643856189774724,9
10,0.0,0
10,0.0,1
10,0.0,2
10,0.0,3
10,0.0,4
10,0.0,5
10,0.0,6
10,0.0,7
10,0.0,8
10,0.0,9
10,0.0,0
10,0.0,1
10,0.0,2
10,0.0,3
10,0.0,4
10,0.0,5
10,0.0,6
10,0.0,7
10,0.0,8
10,0.0,9
10,0.0,0
10,0.0,1
10,0.0,2
10,0.0,3
10,0.0,4
10,0.0,5
10,0.0,6
10,0.0,7
10,0.0,8
10,0.0,9
10,0.0,0
10,0.0,1
10,0.0,2
10,0.0,3
10,0.0,4
10,0.0,5
10,0.0,6
10,0.0,7
10,0.0,8
10,0.0,9
11,0.0,0
11,0.0,1
11,0.0,2
11,0.0,3
11,0.0,4
11,0.0,5
11,0.0,6
11,0.0,7
11,0.0,8
11,0.0,9
11,0.0,0
11,0.0,1
11,0.0,2
11,0.0,3
11,0.0,4
11,0.0,5
11,0.0,6
11,0.0,7
11,0.0,8
11,0.0,9
11,0.0,0
11,0.0,1
11,0.0,2
11,0.0,3
11,0.0,4
11,0.0,5
11,0.0,6
11,0.0,7
11,0.0,8
11,0.0,9
11,0.0,0
11,0.0,1
11,0.0,2
11,0.0,3
11,0.0,4
11,0.0,5
11,0.0,6
11,0.0,7
11,0.0,8
11,0.0,9
11,0.0,0
11,0.0,1
11,0.0,2
11,0.0,3
11,0.0,4
11,0.0,5
11,0.0,6
11,0.0,7
11,0.0,8
11,0.0,9
11,0.0,0
11,4.643856189774724,1
11,4.643856189774724,2
11,4.643856189774724,3
11,4.643856189774724,4
11,4.643856189774724,5
11,4.643856189774724,6
11,4.643856189774724,7
11,4.643856189774724,8
11,4.643856189774724,9
11,0.0,0
11,0.0,1
11,0.0,2
11,0.0,3
11,0.0,4
11,0.0,5
11,0.0,6
11,0.0,7
11,0.0,8
11,0.0,9
11,0.0,0
11,0.0,1
11,0.0,2
11,0.0,3
11,0.0,4
11,0.0,5
11,0.0,6
11,0.0,7
11,0.0,8
11,0.0,9
11,0.0,0
11,0.0,1
11,0.0,2
11,0.0,3
11,0.0,4
11,0.0,5
11,0.0,6
11,0.0,7
11,0.0,8
11,0.0,9
11,0.0,0
11,0.0,1
11,0.0,2
11,0.0,3
11,0.0,4
11,0.0,5
11,0.0,6
11,0.0,7
11,0.0,8
11,0.0,9
12,0.0,0
12,0.0,1
12,0.0,2
12,0.0,3
12,0.0,4
12,0.0,5
12,0.0,6
12,0.0,7
12,0.0,8
12,0.0,9
12,0.0,0
12,0.0,1
12,0.0,2
12,0.0,3
12,0.0,4
12,0.0,5
12,0.0,6
12,0.0,7
12,0.0,8
12,0.0,9
12,0.0,0
12,0.0,1
12,0.0,2
12,0.0,3
12,0.0,4
12,0.0,5
12,0.0,6
12,0.0,7
12,0.0,8
12,0.0,9
12,0.0,0
12,0.0,1
12,0.0,2
12,0.0,3
12,0.0,4
12,0.0,5
12,0.0,6
12,0.0,7
12,0.0,8
12,0.0,9
12,0.0,0
12,0.0,1
12,0.0,2
12,0.0,3
12,0.0,4
12,0.0,5
12,0.0,6
12,0.0,7
12,0.0,8
12,0.0,9
12,0.0,0
12,4.643856189774724,1
12,4.643856189774724,2
12,4.643856189774724,3
12,4.643856189774724,4
12,4.643856189774724,5
12,4.643856189774724,6
12,4.643856189774724,7
12,4.643856189774724,8
12,4.643856189774724,9
12,0.0,0
12,0.0,1
12,0.0,2
12,0.0,3
12,0.0,4
12,0.0,5
12,0.0,6
12,0.0,7
12,0.0,8
12,0.0,9
12,0.0,0
12,0.0,1
12,0.0,2
12,0.0,3
12,0.0,4
12,0.0,5
12,0.0,6
12,0.0,7
12,0.0,8
12,0.0,9
12,0.0,0
12,0.0,1
12,0.0,2
12,0.0,3
12,0.0,4
12,0.0,5
12,0.0,6
12,0.0,7
12,0.0,8
12,0.0,9
12,0.0,0
12,0.0,1
12,0.0,2
12,0.0,3
12,0.0,4
12,0.0,5
12,0.0,6
12,0.0,7
12,0.0,8
12,0.0,9
13,0.0,0
13,0.0,1
13,0.0,2
13,0.0,3
13,0.0,4
13,0.0,5
13,0.0,6
13,0.0,7
13,0.0,8
13,0.0,9
13,0.0,0
13,0.0,1
13,0.0,2
13,0.0,3
13,0.0,4
13,0.0,5
13,0.0,6
13,0.0,7
13,0.0,8
13,0.0,9
13,0.0,0
13,0.0,1
13,0.0,2
13,0.0,3
13,0.0,4
13,0.0,5
13,0.0,6
13,0.0,7
13,0.0,8
13,0.0,9
13,0.0,0
13,0.0,1
13,0.0,2
13,0.0,3
13,0.0,4
13,0.0,5
13,0.0,6
13,0.0,7
13,0.0,8
13,0.0,9
13,0.0,0
13,0.0,1
13,0.0,2
13,0.0,3
13,0.0,4
13,0.0,5
13,0.0,6
13,0.0,7
13,0.0,8
13,0.0,9
13,0.0,0
13,4.643856189774724,1
13,4.643856189774724,2
13,4.643856189774724,3
13,4.643856189774724,4
13,4.643856189774724,5
13,4.643856189774724,6
13,4.643856189774724,7
13,4.643856189774724,8
13,4.643856189774724,9
13,0.0,0
13,0.0,1
13,0.0,2
13,0.0,3
13,0.0,4
13,0.0,5
13,0.0,6
13,0.0,7
13,0.0,8
13,0.0,9
13,0.0,0
13,0.0,1
13,0.0,2
13,0.0,3
13,0.0,4
13,0.0,5
13,0.0,6
13,0.0,7
13,0.0,8
13,0.0,9
13,0.0,0
13,0.0,1
13,0.0,2
13,0.0,3
13,0.0,4
13,0.0,5
13,0.0,6
13,0.0,7
13,0.0,8
13,0.0,9
13,0.0,0
13,0.0,1
13,0.0,2
13,0.0,3
13,0.0,4
13,0.0,5
13,0.0,6
13,0.0,7
13,0.0,8
13,0.0,9
14,0.0,0
14,0.0,1
14,0.0,2
14,0.0,3
14,0.0,4
14,0.0,5
14,0.0,6
14,0.0,7
14,0.0,8
14,0.0,9
14,0.0,0
14,0.0,1
14,0.0,2
14,0.0,3
14,0.0,4
14,0.0,5
14,0.0,6
14,0.0,7
14,0.0,8
14,0.0,9
14,0.0,0
14,0.0,1
14,0.0,2
14,0.0,3
14,0.0,4
14,0.0,5
14,0.0,6
14,0.0,7
14,0.0,8
14,0.0,9
14,0.0,0
14,0.0,1
14,0.0,2
14,0.0,3
14,0.0,4
14,0.0,5
14,0.0,6
14,0.0,7
14,0.0,8
14,0.0,9
14,0.0,0
14,0.0,1
14,0.0,2
14,0.0,3
14,0.0,4
14,0.0,5
14,0.0,6
14,0.0,7
14,0.0,8
14,0.0,9
14,0.0,0
14,0.0,1
14,0.0,2
14,0.0,3
14,0.0,4
14,0.0,5
14,0.0,6
14,0.0,7
14,0.0,8
14,0.0,9
14,0.0,0
14,0.0,1
14,0.0,2
14,0.0,3
14,0.0,4
14,0.0,5
14,0.0,6
14,0.0,7
14,0.0,8
14,0.0,9
14,0.0,0
